iter	Passed	Remaining
1517	1530549	990118
1518	1532099	989459
1519	1533735	988856
1520	1534992	988006
1521	1536143	987088
1522	1537535	986324
1523	1538966	985584
1524	1540584	984964
1525	1542039	984237
1526	1543343	983414
1527	1544659	982597
1528	1545962	981772
1529	1547246	980934
1530	1548760	980240
1531	1550404	979628
1532	1551734	978817
1533	1553338	978177
1534	1554637	977345
1535	1555912	976497
1536	1557421	975794
1537	1559203	975262
1538	1560646	974516
1539	1562228	973856
1540	1563647	973093
1541	1565109	972357
1542	1566723	971713
1543	1568016	970870
1544	1569332	970040
1545	1570673	969225
1546	1572098	968461
1547	1573488	967674
1548	1575308	967152
1549	1577146	966637
1550	1578547	965855
1551	1580094	965160
1552	1581229	964214
1553	1582675	963456
1554	1584359	962842
1555	1585677	962005
1556	1586977	961155
1557	1588353	960352
1558	1589672	959513
1559	1590932	958638
1560	1592487	957940
1561	1594021	957229
1562	1595295	956361
1563	1596764	955608
1564	1598285	954886
1565	1600053	954310
1566	1601757	953694
1567	1603108	952868
1568	1604363	951983
1569	1605731	951165
1570	1607240	950430
1571	1608623	949620
1572	1610372	949024
1573	1612104	948417
1574	1613587	947662
1575	1614850	946778
1576	1616128	945901
1577	1617351	944992
1578	1619005	944334
1579	1620192	943403
1580	1621434	942503
1581	1623096	941847
1582	1624546	941067
1583	1625961	940265
1584	1628155	939913
1585	1629720	939195
1586	1631088	938364
1587	1632794	937725
1588	1634012	936806
1589	1635316	935936
1590	1636906	935227
1591	1638163	934329
1592	1639502	933477
1593	1640761	932578
1594	1642144	931749
1595	1643528	930920
1596	1644980	930129
1597	1646315	929271
1598	1647918	928564
1599	1649437	927808
1600	1650740	926930
1601	1651991	926022
1602	1653777	925414
1603	1655076	924531
1604	1656417	923671
1605	1657754	922809
1606	1658994	921892
1607	1660322	921024
1608	1661909	920299
1609	1663252	919437
1610	1664511	918529
1611	1666029	917763
1612	1667252	916833
1613	1668611	915979
1614	1670138	915215
1615	1671551	914388
1616	1672865	913506
1617	1674091	912576
1618	1675499	911744
1619	1676965	910944
1620	1678572	910219
1621	1680063	909429
1622	1681263	908483
1623	1682639	907630
1624	1683875	906702
1625	1685295	905872
1626	1686872	905125
1627	1688457	904382
1628	1689825	903522
1629	1691414	902779
1630	1692819	901937
1631	1694144	901052
1632	1695592	900232
1633	1696775	899270
1634	1698128	898398
1635	1699272	897415
1636	1700615	896537
1637	1701890	895622
1638	1703385	894822
1639	1705086	894130
1640	1706476	893274
1641	1707576	892265
1642	1708756	891298
1643	1710036	890383
1644	1711602	889617
1645	1712985	888754
1646	1714469	887943
1647	1715966	887137
1648	1717146	886168
1649	1718528	885302
1650	1720383	884679
1651	1721740	883798
1652	1723274	883008
1653	1724461	882040
1654	1725842	881170
1655	1727176	880276
1656	1728816	879536
1657	1730261	878697
1658	1731480	877742
1659	1732866	876872
1660	1734054	875901
1661	1735308	874963
1662	1736916	874202
1663	1738510	873434
1664	1739991	872608
1665	1741140	871615
1666	1742354	870654
1667	1743625	869721
1668	1745006	868843
1669	1746329	867936
1670	1747622	867013
1671	1749110	866186
1672	1750646	865382
1673	1751958	864466
1674	1753612	863719
1675	1754911	862796
1676	1756215	861875
1677	1757548	860968
1678	1759127	860180
1679	1760279	859184
1680	1761716	858325
1681	1763136	857458
1682	1764547	856586
1683	1765979	855723
1684	1767434	854872
1685	1768648	853902
1686	1770104	853049
1687	1771507	852170
1688	1773055	851360
1689	1774566	850532
1690	1776387	849850
1691	1777672	848912
1692	1779179	848079
1693	1780310	847066
1694	1781632	846143
1695	1782963	845225
1696	1784284	844301
1697	1785590	843370
1698	1787131	842549
1699	1788431	841614
1700	1789773	840699
1701	1791124	839786
1702	1792476	838874
1703	1793975	838030
1704	1795496	837196
1705	1796833	836275
1706	1798211	835373
1707	1799410	834386
1708	1800960	833563
1709	1802424	832699
1710	1803969	831871
1711	1805463	831019
1712	1806864	830124
1713	1808250	829220
1714	1809583	828293
1715	1810766	827296
1716	1812389	826500
1717	1813714	825567
1718	1815003	824617
1719	1816383	823708
1720	1817644	822745
1721	1819041	821843
1722	1820626	821025
1723	1822252	820225
1724	1823364	819192
1725	1824674	818249
1726	1826079	817347
1727	1827394	816405
1728	1828935	815563
1729	1830338	814659
1730	1831670	813723
1731	1832797	812695
1732	1834269	811820
1733	1835540	810855
1734	1837135	810033
1735	1838326	809032
1736	1839721	808121
1737	1840883	807107
1738	1842236	806176
1739	1843581	805242
1740	1844997	804338
1741	1846481	803463
1742	1847865	802543
1743	1849049	801537
1744	1850379	800594
1745	1851759	799671
1746	1853192	798771
1747	1854492	797813
1748	1855759	796841
1749	1857120	795908
1750	1858210	794859
1751	1859624	793949
1752	1861249	793127
1753	1862550	792167
1754	1863949	791249
1755	1865184	790260
1756	1866604	789349
1757	1867996	788426
1758	1869354	787488
1759	1870986	786664
1760	1872449	785769
1761	1873722	784794
1762	1874957	783802
1763	1876284	782849
1764	1877951	782036
1765	1879261	781074
1766	1880587	780119
1767	1882113	779245
1768	1883415	778279
1769	1884885	777381
1770	1886421	776511
1771	1887705	775535
1772	1888906	774526
1773	1890189	773550
1774	1891402	772544
1775	1892681	771566
1776	1894223	770694
1777	1895608	769757
1778	1896980	768815
1779	1898394	767889
1780	1899626	766890
1781	1900810	765871
1782	1902400	765014
1783	1903803	764082
1784	1905250	763167
1785	1906458	762156
1786	1907782	761191
1787	1909431	760355
1788	1911115	759532
1789	1912329	758521
1790	1913692	757570
1791	1915059	756619
1792	1916702	755777
1793	1917935	754772
1794	1919440	753874
1795	1920883	752952
1796	1922280	752010
1797	1923761	751101
1798	1925186	750169
1799	1926644	749250
1800	1928061	748314
1801	1929507	747389
1802	1930897	746442
1803	1932247	745479
1804	1933402	744440
1805	1934601	743418
1806	1936074	742501
1807	1937392	741524
1808	1938575	740495
1809	1939757	739465
1810	1941103	738498
1811	1942325	737483
1812	1943818	736570
1813	1945250	735634
1814	1946519	734636
1815	1947840	733658
1816	1949243	732709
1817	1950614	731748
1818	1952190	730864
1819	1953722	729962
1820	1955486	729146
1821	1956875	728189
1822	1958066	727159
1823	1959215	726112
1824	1960850	725246
1825	1962173	724263
1826	1963530	723292
1827	1964811	722293
1828	1965955	721244
1829	1967340	720282
1830	1968940	719399
1831	1970189	718387
1832	1971571	717423
1833	1973101	716513
1834	1974826	715672
1835	1976252	714723
1836	1977176	713591
1837	1978601	712641
1838	1980059	711701
1839	1981329	710694
1840	1982673	709713
1841	1983868	708678
1842	1985644	707850
1843	1986877	706828
1844	1988243	705853
1845	1989467	704827
1846	1990736	703817
1847	1991936	702782
1848	1993540	701889
1849	1994836	700888
1850	1996211	699914
1851	1997555	698928
1852	1998719	697879
1853	2000148	696923
1854	2001881	696071
1855	2003183	695070
1856	2004808	694179
1857	2006182	693201
1858	2007619	692245
1859	2009038	691282
1860	2010693	690399
1861	2011729	689303
1862	2012944	688269
1863	2014119	687221
1864	2015480	686235
1865	2016519	685141
1866	2018207	684266
1867	2019437	683235
1868	2020761	682236
1869	2022054	681226
1870	2023562	680289
1871	2024847	679275
1872	2026280	678311
1873	2027368	677231
1874	2028664	676221
1875	2029898	675190
1876	2031256	674199
1877	2032658	673223
1878	2034163	672280
1879	2035385	671244
1880	2036588	670201
1881	2038022	669233
1882	2039403	668248
1883	2040566	667191
1884	2042494	666384
1885	2044246	665518
1886	2045551	664506
1887	2046852	663492
1888	2048026	662437
1889	2049173	661373
1890	2050790	660460
1891	2052086	659444
1892	2053575	658489
1893	2054708	657419
1894	2055855	656354
1895	2057055	655306
1896	2058581	654362
1897	2059812	653322
1898	2061263	652353
1899	2062514	651320
1900	2063806	650299
1901	2065176	649303
1902	2066681	648349
1903	2068351	647446
1904	2069854	646489
1905	2071234	645495
1906	2072577	644487
1907	2073732	643422
1908	2075497	642545
1909	2076945	641569
1910	2078387	640591
1911	2079668	639563
1912	2081210	638615
1913	2082537	637600
1914	2083993	636624
1915	2085498	635663
1916	2087086	634727
1917	2088596	633766
1918	2089874	632734
1919	2091249	631731
1920	2093014	630846
1921	2094937	630007
1922	2096258	628986
1923	2097362	627900
1924	2098564	626843
1925	2099828	625805
1926	2101082	624764
1927	2102318	623716
1928	2103908	622774
1929	2105245	621756
1930	2106525	620721
1931	2108144	619785
1932	2109713	618834
1933	2111086	617825
1934	2112693	616884
1935	2113979	615849
1936	2115423	614859
1937	2116698	613820
1938	2118272	612867
1939	2119465	611804
1940	2120789	610778
1941	2122161	609766
1942	2123326	608694
1943	2124439	607607
1944	2125948	606633
1945	2127341	605625
1946	2128582	604574
1947	2129983	603568
1948	2131476	602587
1949	2132878	601581
1950	2134461	600625
1951	2135667	599562
1952	2136943	598519
1953	2138343	597510
1954	2139658	596477
1955	2140832	595405
1956	2142134	594368
1957	2143320	593299
1958	2144628	592263
1959	2145987	591241
1960	2147340	590217
1961	2148716	589199
1962	2150502	588293
1963	2151800	587253
1964	2153339	586278
1965	2154879	585302
1966	2156593	584374
1967	2157811	583310
1968	2159153	582280
1969	2160307	581199
1970	2161600	580155
1971	2162946	579125
1972	2164418	578128
1973	2165781	577102
1974	2167317	576122
1975	2168841	575138
1976	2170093	574081
1977	2171445	573050
1978	2172623	571974
1979	2174101	570976
1980	2175531	569965
1981	2176774	568904
1982	2178270	567910
1983	2179584	566867
1984	2181464	565971
1985	2182811	564937
1986	2184467	563981
1987	2185704	562917
1988	2186919	561848
1989	2187991	560741
1990	2189227	559676
1991	2190554	558635
1992	2192089	557646
1993	2193727	556683
1994	2194971	555619
1995	2196501	554627
1996	2198103	553653
1997	2199316	552580
1998	2201185	551672
1999	2202601	550650
2000	2204017	549627
2001	2205363	548586
2002	2206669	547535
2003	2207848	546453
2004	2209638	545521
2005	2211022	544489
2006	2212252	543418
2007	2213630	542383
2008	2214819	541302
2009	2216310	540294
2010	2218145	539370
2011	2219653	538365
2012	2220752	537260
2013	2221871	536161
2014	2223142	535098
2015	2224375	534026
2016	2225878	533018
2017	2227197	531967
2018	2228721	530963
2019	2230015	529904
2020	2231451	528879
2021	2232720	527814
2022	2234213	526801
2023	2235407	525718
2024	2236423	524593
2025	2237635	523513
2026	2238820	522428
2027	2240301	521411
2028	2241669	520367
2029	2243143	519348
2030	2244340	518264
2031	2245667	517210
2032	2247133	516188
2033	2248705	515190
2034	2250090	514148
2035	2251277	513061
2036	2252928	512079
2037	2254328	511040
2038	2255627	509977
2039	2257080	508949
2040	2258441	507900
2041	2259805	506851
2042	2261138	505795
2043	2262366	504715
2044	2263808	503683
2045	2265237	502648
2046	2266803	501642
2047	2268025	500560
2048	2269507	499535
2049	2270935	498498
2050	2272213	497427
2051	2273290	496312
2052	2275116	495361
2053	2276545	494322
2054	2278007	493291
2055	2279303	492223
2056	2280553	491144
2057	2281767	490058
2058	2283301	489041
2059	2284552	487962
2060	2285968	486919
2061	2287774	485957
2062	2289049	484883
2063	2290323	483808
2064	2291919	482801
2065	2293352	481759
2066	2294983	480758
2067	2296181	479666
2068	2297836	478669
2069	2299075	477585
2070	2300550	476550
2071	2302065	475523
2072	2303458	474470
2073	2304648	473375
2074	2305995	472312
2075	2307401	471261
2076	2308886	470225
2077	2310334	469182
2078	2311644	468110
2079	2313096	467067
2080	2314390	465992
2081	2315750	464929
2082	2317373	463919
2083	2318779	462865
2084	2320250	461824
2085	2321612	460761
2086	2322933	459689
2087	2324240	458614
2088	2326579	457742
2089	2327810	456651
2090	2329080	455568
2091	2330692	454551
2092	2332051	453485
2093	2333346	452406
2094	2334791	451355
2095	2336098	450278
2096	2337247	449170
2097	2338501	448082
2098	2339882	447018
2099	2341065	445917
2100	2342549	444872
2101	2343854	443793
2102	2345193	442720
2103	2346484	441638
2104	2347637	440530
2105	2348924	439447
2106	2350705	438456
2107	2351971	437368
2108	2353471	436324
2109	2354649	435219
2110	2355887	434126
2111	2357223	433050
2112	2359050	432064
2113	2360333	430978
2114	2361880	429940
2115	2363423	428900
2116	2364605	427795
2117	2365935	426717
2118	2367447	425671
2119	2369033	424638
2120	2370190	423527
2121	2371966	422527
2122	2373780	421533
2123	2375089	420448
2124	2376697	419417
2125	2377979	418327
2126	2379217	417230
2127	2380534	416146
2128	2381831	415058
2129	2383152	413974
2130	2384690	412928
2131	2386016	411845
2132	2387285	410751
2133	2388628	409671
2134	2390076	408608
2135	2391321	407509
2136	2392792	406449
2137	2394164	405372
2138	2395487	404287
2139	2397068	403245
2140	2398409	402162
2141	2399715	401072
2142	2401280	400026
2143	2402785	398970
2144	2404105	397882
2145	2405530	396811
2146	2406886	395729
2147	2408167	394634
2148	2409689	393578
2149	2411315	392539
2150	2412641	391451
2151	2414448	390440
2152	2415755	389348
2153	2417054	388254
2154	2418694	387215
2155	2420067	386133
2156	2421461	385053
2157	2422845	383972
2158	2424298	382902
2159	2425612	381809
2160	2427331	380779
2161	2428545	379670
2162	2429825	378571
2163	2431140	377478
2164	2432368	376371
2165	2433783	375292
2166	2435272	374225
2167	2436523	373120
2168	2437981	372047
2169	2439318	370956
2170	2440694	369870
2171	2441968	368768
2172	2443521	367708
2173	2444657	366586
2174	2445892	365478
2175	2447226	364384
2176	2448663	363306
2177	2449692	362167
2178	2451247	361106
2179	2452692	360028
2180	2454202	358959
2181	2455530	357863
2182	2457066	356797
2183	2458294	355687
2184	2459850	354623
2185	2461313	353546
2186	2462580	352440
2187	2463956	351350
2188	2465495	350282
2189	2466658	349161
2190	2468284	348105
2191	2469842	347039
2192	2471093	345930
2193	2472522	344845
2194	2473817	343742
2195	2475392	342677
2196	2477104	341630
2197	2478588	340552
2198	2479994	339462
2199	2481502	338386
2200	2483046	337315
2201	2484064	336172
2202	2485552	335092
2203	2486975	334003
2204	2488450	332922
2205	2489850	331829
2206	2491219	330732
2207	2492835	329668
2208	2494408	328597
2209	2495566	327472
2210	2496800	326356
2211	2498101	325250
2212	2499386	324140
2213	2500637	323027
2214	2502261	321961
2215	2503713	320873
2216	2505097	319775
2217	2506542	318685
2218	2508399	317647
2219	2509545	316519
2220	2511210	315455
2221	2512585	314355
2222	2514115	313274
2223	2515519	312177
2224	2516854	311071
2225	2518118	309957
2226	2519897	308905
2227	2521270	307803
2228	2522529	306687
2229	2523692	305559
2230	2524909	304437
2231	2526186	303323
2232	2527893	302260
2233	2529063	301132
2234	2530489	300035
2235	2531931	298940
2236	2533473	297855
2237	2534612	296724
2238	2535991	295620
2239	2537305	294508
2240	2538718	293408
2241	2539991	292291
2242	2541322	291181
2243	2542735	290080
2244	2544217	288986
2245	2545523	287873
2246	2546865	286763
2247	2548175	285649
2248	2549476	284534
2249	2550786	283420
2250	2552421	282342
2251	2553687	281223
2252	2555236	280134
2253	2556673	279033
2254	2558077	277928
2255	2559623	276838
2256	2561145	275745
2257	2562529	274637
2258	2563688	273505
2259	2564894	272378
2260	2566274	271269
2261	2567610	270155
2262	2569242	269072
2263	2570495	267949
2264	2571726	266823
2265	2573100	265712
2266	2574611	264615
2267	2575891	263495
2268	2577248	262381
2269	2578594	261267
2270	2579950	260153
2271	2581244	259033
2272	2582563	257915
2273	2583869	256796
2274	2585515	255710
2275	2586677	254576
2276	2587953	253453
2277	2589618	252368
2278	2590792	251235
2279	2592116	250116
2280	2593866	249038
2281	2595296	247929
2282	2596567	246804
2283	2597853	245681
2284	2599140	244558
2285	2600505	243441
2286	2602239	242359
2287	2603642	241246
2288	2605058	240134
2289	2606256	239001
2290	2607480	237871
2291	2608711	236741
2292	2610358	235649
2293	2611458	234507
2294	2612645	233373
2295	2613972	232251
2296	2614855	231090
2297	2615774	229933
2298	2617516	228847
2299	2618873	227728
2300	2620241	226609
2301	2621542	225484
2302	2622902	224364
2303	2624126	223232
2304	2625839	222142
2305	2627177	221020
2306	2628649	219908
2307	2629956	218783
2308	2631460	217673
2309	2632784	216549
2310	2634594	215464
2311	2636020	214347
2312	2637453	213231
2313	2638771	212105
2314	2640114	210981
2315	2641157	209832
2316	2642799	208732
2317	2644159	207608
2318	2645404	206476
2319	2646760	205352
2320	2648152	204230
2321	2649605	203113
2322	2651005	201992
2323	2652507	200878
2324	2653663	199738
2325	2654854	198600
2326	2656059	197463
2327	2657327	196331
2328	2659131	195238
2329	2660517	194115
2330	2661768	192981
2331	2663202	191860
2332	2664648	190739
2333	2665944	189608
2334	2667688	188509
2335	2669416	187407
2336	2670591	186267
2337	2671906	185136
2338	2673191	184003
2339	2674498	182871
2340	2676220	181768
2341	2677560	180638
2342	2678663	179492
2343	2679960	178359
2344	2681484	177240
2345	2682953	176118
2346	2684578	175006
2347	2685904	173874
2348	2687472	172757
2349	2688526	171608
2350	2689781	170471
2351	2691311	169351
2352	2692946	168237
2353	2694320	167107
2354	2695646	165974
2355	2696902	164836
2356	2698250	163703
2357	2699542	162567
2358	2700857	161433
2359	2702105	160294
2360	2703714	159176
2361	2705074	158044
2362	2706357	156906
2363	2707805	155778
2364	2709684	154675
2365	2711179	153549
2366	2712735	152426
2367	2714143	151295
2368	2715418	150156
2369	2716820	149023
2370	2718621	147913
2371	2719883	146772
2372	2721122	145631
2373	2722369	144489
2374	2723703	143352
2375	2725274	142228
2376	2726664	141093
2377	2727933	139952
2378	2729353	138819
2379	2730965	137695
2380	2732195	136552
2381	2733507	135413
2382	2735304	134297
2383	2736742	133163
2384	2738020	132021
2385	2739303	130880
2386	2740729	129745
2387	2742302	128617
2388	2743856	127487
2389	2745283	126351
2390	2746743	125217
2391	2747404	124046
2392	2748128	122879
2393	2748868	121712
2394	2750385	120580
2395	2752032	119453
2396	2753351	118312
2397	2754662	117170
2398	2756010	116030
2399	2757375	114890
2400	2758835	113754
2401	2760242	112616
2402	2761328	111464
2403	2762587	110319
2404	2763708	109169
2405	2764997	108025
2406	2766429	106887
2407	2767747	105744
2408	2769159	104605
2409	2770514	103463
2410	2771733	102316
2411	2773107	101174
2412	2774564	100036
2413	2775970	98895
2414	2777572	97761
2415	2778938	96618
2416	2780276	95474
2417	2781574	94329
2418	2783547	93206
2419	2784883	92062
2420	2786073	90912
2421	2787355	89766
2422	2788678	88620
2423	2789826	87469
2424	2791284	86328
2425	2792658	85184
2426	2794069	84040
2427	2795373	82894
2428	2796714	81748
2429	2798107	80603
2430	2799857	79469
2431	2801159	78321
2432	2802638	77179
2433	2804078	76035
2434	2805501	74890
2435	2806973	73746
2436	2808779	72611
2437	2810122	71463
2438	2811397	70313
2439	2812700	69164
2440	2814071	68017
2441	2815408	66868
2442	2816716	65719
2443	2818090	64571
2444	2819358	63421
2445	2820530	62268
2446	2821956	61121
2447	2823206	59970
2448	2824785	58825
2449	2826093	57675
2450	2827479	56526
2451	2828599	55372
2452	2830054	54224
2453	2831357	53073
2454	2832890	51926
2455	2834164	50774
2456	2835523	49624
2457	2836982	48475
2458	2838185	47322
2459	2839533	46171
2460	2841411	45028
2461	2842767	43876
2462	2844218	42726
2463	2845465	41573
2464	2846771	40420
2465	2848198	39269
2466	2849930	38122
2467	2851239	36969
2468	2852797	35818
2469	2854221	34666
2470	2855521	33512
2471	2856802	32358
2472	2858227	31205
2473	2859378	30050
2474	2860803	28897
2475	2861977	27741
2476	2863117	26585
2477	2864352	25430
2478	2865942	24277
2479	2867226	23122
2480	2868568	21968
2481	2870354	20816
2482	2871684	19661
2483	2873116	18506
2484	2874528	17351
2485	2875990	16196
2486	2877051	15038
2487	2878334	13882
2488	2879947	12727
2489	2881288	11571
2490	2882965	10416
2491	2884417	9259
2492	2885859	8103
2493	2887293	6946
2494	2888499	5788
2495	2889795	4631
2496	2891276	3473
2497	2892507	2315
2498	2893841	1157
2499	2895023	0
